Dataset,PublishTime,StartTime,SettlementDate,SettlementPeriod,FuelType,Generation
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,BIOMASS,2840
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,CCGT,7743
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,COAL,479
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTELEC,996
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTEW,-530
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTFR,1498
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTIFA2,-4
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTIRL,-450
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTNED,988
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTNEM,999
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTNSL,1399
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,INTVKL,573
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,NPSHYD,376
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,NUCLEAR,3667
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,OCGT,0
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,OIL,0
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,OTHER,208
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,PS,-6
FUELINST,2024-01-07T00:25:00Z,2024-01-07T00:20:00Z,2024-01-07,1,WIND,5642
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,BIOMASS,2838
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,CCGT,7755
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,COAL,480
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTELEC,996
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTEW,-531
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTFR,1498
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTIFA2,-4
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTIRL,-450
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTNED,987
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTNEM,999
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTNSL,1399
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,INTVKL,573
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,NPSHYD,375
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,NUCLEAR,3667
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,OCGT,0
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,OIL,0
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,OTHER,205
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,PS,-6
FUELINST,2024-01-07T00:20:00Z,2024-01-07T00:15:00Z,2024-01-07,1,WIND,5662
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,BIOMASS,2837
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,CCGT,7778
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,COAL,471
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTELEC,996
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTEW,-531
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTFR,1498
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTIFA2,-4
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTIRL,-450
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTNED,987
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTNEM,999
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTNSL,1399
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,INTVKL,573
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,NPSHYD,375
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,NUCLEAR,3675
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,OCGT,0
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,OIL,0
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,OTHER,195
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,PS,-6
FUELINST,2024-01-07T00:15:00Z,2024-01-07T00:10:00Z,2024-01-07,1,WIND,5791
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,BIOMASS,2840
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,CCGT,7849
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,COAL,465
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTELEC,996
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTEW,-531
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTFR,1497
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTIFA2,-4
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTIRL,-450
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTNED,988
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTNEM,999
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTNSL,1339
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,INTVKL,573
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,NPSHYD,374
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,NUCLEAR,3674
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,OCGT,0
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,OIL,0
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,OTHER,180
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,PS,-6
FUELINST,2024-01-07T00:10:00Z,2024-01-07T00:05:00Z,2024-01-07,1,WIND,5792
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,BIOMASS,2840
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,CCGT,7938
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,COAL,458
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTELEC,992
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTEW,-528
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTFR,1497
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTIFA2,-4
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTIRL,-450
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTNED,980
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTNEM,998
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTNSL,1227
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,INTVKL,586
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,NPSHYD,403
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,NUCLEAR,3673
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,OCGT,0
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,OIL,0
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,OTHER,171
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,PS,-6
FUELINST,2024-01-07T00:05:00Z,2024-01-07T00:00:00Z,2024-01-07,1,WIND,5675
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,BIOMASS,2841
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,CCGT,8001
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,COAL,459
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTELEC,983
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTEW,-529
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTNED,854
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTNEM,923
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTNSL,1115
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,NPSHYD,436
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,NUCLEAR,3673
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,OTHER,178
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-07T00:00:00Z,2024-01-06T23:55:00Z,2024-01-06,48,WIND,5512
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,BIOMASS,2840
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,CCGT,8169
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,COAL,471
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTELEC,982
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTEW,-530
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTNED,849
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTNEM,921
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTNSL,1002
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,NPSHYD,445
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,NUCLEAR,3671
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,OTHER,172
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-06T23:55:00Z,2024-01-06T23:50:00Z,2024-01-06,48,WIND,5432
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,BIOMASS,2839
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,CCGT,8407
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,COAL,472
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTELEC,982
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTEW,-530
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTNED,851
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTNEM,921
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTNSL,949
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,NPSHYD,444
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,NUCLEAR,3674
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,OTHER,171
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-06T23:50:00Z,2024-01-06T23:45:00Z,2024-01-06,48,WIND,5343
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,BIOMASS,2843
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,CCGT,8676
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,COAL,462
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTELEC,982
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTEW,-530
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTNED,849
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTNEM,921
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTNSL,949
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,NPSHYD,444
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,NUCLEAR,3677
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,OTHER,168
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-06T23:45:00Z,2024-01-06T23:40:00Z,2024-01-06,48,WIND,5347
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,BIOMASS,2843
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,CCGT,8910
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,COAL,459
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTELEC,982
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTEW,-530
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTNED,849
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTNEM,922
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTNSL,949
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,NPSHYD,444
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,NUCLEAR,3683
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,OTHER,170
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-06T23:40:00Z,2024-01-06T23:35:00Z,2024-01-06,48,WIND,5350
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,BIOMASS,2844
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,CCGT,8964
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,COAL,459
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTELEC,982
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTEW,-530
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTFR,1498
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTIFA2,-4
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTIRL,-450
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTNED,847
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTNEM,921
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTNSL,949
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,INTVKL,621
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,NPSHYD,444
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,NUCLEAR,3681
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,OCGT,0
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,OIL,0
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,OTHER,168
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,PS,-6
FUELINST,2024-01-06T23:35:00Z,2024-01-06T23:30:00Z,2024-01-06,48,WIND,5353
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,BIOMASS,2841
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,CCGT,9154
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,COAL,457
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTELEC,982
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTEW,-530
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTFR,1498
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTIFA2,-4
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTIRL,-450
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTNED,848
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTNEM,921
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTNSL,949
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,INTVKL,621
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,NPSHYD,443
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,NUCLEAR,3679
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,OCGT,0
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,OIL,0
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,OTHER,166
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,PS,-6
FUELINST,2024-01-06T23:30:00Z,2024-01-06T23:25:00Z,2024-01-06,47,WIND,5366
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,BIOMASS,2843
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,CCGT,9414
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,COAL,460
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTELEC,982
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTEW,-531
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTFR,1498
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTIFA2,-4
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTIRL,-450
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTNED,850
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTNEM,921
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTNSL,949
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,INTVKL,621
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,NPSHYD,443
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,NUCLEAR,3680
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,OCGT,0
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,OIL,0
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,OTHER,227
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,PS,-6
FUELINST,2024-01-06T23:25:00Z,2024-01-06T23:20:00Z,2024-01-06,47,WIND,5320
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,BIOMASS,2843
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,CCGT,9769
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,COAL,460
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTELEC,982
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTEW,-530
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTFR,1498
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTIFA2,-4
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTIRL,-450
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTNED,849
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTNEM,921
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTNSL,949
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,INTVKL,621
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,NPSHYD,443
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,NUCLEAR,3680
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,OCGT,0
FUELINST,2024-01-06T23:20:00Z,2024-01-06T23:15:00Z,2024-01-06,47,OIL,0
