SettlementDate,SettlementPeriod,StartTime,CreatedDateTime,SystemSellPrice,SystemBuyPrice,BsadDefaulted,PriceDerivationCode,ReserveScarcityPrice,NetImbalanceVolume,SellPriceAdjustment,BuyPriceAdjustment,ReplacementPrice,ReplacementPriceReferenceVolume,TotalAcceptedOfferVolume,TotalAcceptedBidVolume,TotalAdjustmentSellVolume,TotalAdjustmentBuyVolume,TotalSystemTaggedAcceptedOfferVolume,TotalSystemTaggedAcceptedBidVolume,TotalSystemTaggedAdjustmentSellVolume,TotalSystemTaggedAdjustmentBuyVolume
2024-06-17,31,2024-06-17T14:00:00Z,2024-06-18T14:44:18Z,107.500000000000000000,107.500000000000000000,False,P,0.000000000000000000,485.732081230158712515,0.00,0.00,,,671.659346817076311709,-185.906419770923520218,0.000000000000000000,0.000000000000000000,670.659346817076311709,-185.906419770923520218,,
2024-06-17,32,2024-06-17T14:30:00Z,2024-06-18T15:14:40Z,107.500000000000000000,107.500000000000000000,False,P,0.000000000000000000,197.585670374371602520,0.00,0.00,,,389.749008668022383972,-192.555350198412696727,0.000000000000000000,0.000000000000000000,388.749008668022383972,-192.555350198412696727,,
2024-06-17,33,2024-06-17T15:00:00Z,2024-06-18T15:44:39Z,107.500000000000000000,107.500000000000000000,False,P,0.000000000000000000,167.092216117216111115,0.00,0.00,,,346.808882783882779677,-179.500000000000000000,0.000000000000000000,0.000000000000000000,345.808882783882779677,-179.500000000000000000,,
2024-06-17,34,2024-06-17T15:30:00Z,2024-06-18T16:14:41Z,107.500000000000000000,107.500000000000000000,False,P,0.000000000000000000,190.548944423799497372,0.00,0.00,,,384.607227252082338964,-194.008333333333325754,0.000000000000000000,0.000000000000000000,383.607227252082338964,-194.008333333333325754,,
2024-06-17,35,2024-06-17T16:00:00Z,2024-06-18T16:44:41Z,100.370400000000003615,100.370400000000003615,False,P,0.000000000000000000,70.083202029914531295,0.00,0.00,,,240.731076146076134137,-170.608085050505053459,-100.000000000000000000,100.000000000000000000,240.731076146076134137,-170.608085050505053459,-100.000000000000000000,99.000000000000000000
2024-06-17,36,2024-06-17T16:30:00Z,2024-06-18T17:14:41Z,94.000000000000000000,94.000000000000000000,False,P,0.000000000000000000,9.676578869463869026,0.00,0.00,,,353.416718925641021087,-343.740087797202818365,-100.000000000000000000,100.000000000000000000,353.416718925641021087,-343.740087797202818365,-100.000000000000000000,99.000000000000000000
2024-06-17,37,2024-06-17T17:00:00Z,2024-06-18T17:44:35Z,128.000000000000000000,128.000000000000000000,False,P,0.000000000000000000,70.134726549728043210,0.00,0.00,,,400.000508416666662015,-330.106940116938631036,0.000000000000000000,0.000000000000000000,399.000508416666662015,-330.106940116938631036,,
2024-06-17,38,2024-06-17T17:30:00Z,2024-06-18T18:14:36Z,70.000000000000000000,70.000000000000000000,False,P,0.000000000000000000,15.208337500000000730,0.00,0.00,,,395.845835000000022319,-380.637497222222236815,0.000000000000000000,0.000000000000000000,394.845835000000022319,-380.637497222222236815,,
2024-06-17,39,2024-06-17T18:00:00Z,2024-06-18T18:44:36Z,134.500000000000000000,134.500000000000000000,False,P,0.000000000000000000,342.274999999999977263,0.00,0.00,,,372.754166666666662877,-30.629166666666666430,0.000000000000000000,0.000000000000000000,371.754166666666662877,-30.629166666666666430,,
2024-06-17,40,2024-06-17T18:30:00Z,2024-06-18T19:14:40Z,134.500000000000000000,134.500000000000000000,False,P,0.000000000000000000,298.550277777777750998,0.00,0.00,,,370.000000000000000000,-71.600912698412699342,0.000000000000000000,0.000000000000000000,369.000000000000000000,-71.600912698412699342,,
